dates,stationid,temperature,humidity,pressure,rain,lightavg,lightmax,moisture
21-10-2018,t6,15.46053,83.98684,1021.637237,0.0,297.6667,4000.0,0.0
22-10-2018,t6,12.78261,91.38095,1015.0,0.0,0.0,4000.0,10.3043
13-11-2018,t6,15.51923,85.05769,1016.910385,2.25,444.44,4000.0,0.0
14-11-2018,t6,12.64894,94.52128,1017.499149,36.0,309.55,4000.0,0.0
15-11-2018,t6,10.74747,98.9899,1020.386061,9.0,255.7442,4000.0,0.0
16-11-2018,t6,11.40777,97.05825,1017.875146,0.0,194.4889,4000.0,0.0
17-11-2018,t6,11.42708,97.78125,1016.212188,0.0,218.2727,4000.0,0.0
18-11-2018,t6,12.69072,88.42268,1018.271134,0.0,191.1,4000.0,0.0
19-11-2018,t6,12.41176,89.05882,1020.04,0.0,0.0,4000.0,0.0
28-06-2018,t7,24.0,90.0,1014.677832,0.0,137.5,4000.0,0.0
29-06-2018,t7,24.72642,84.65094,1014.677832,0.0,137.4,4000.0,0.0
10-07-2018,t7,22.07843,60.78431,1014.677832,22.5,59.5,4000.0,1.0
11-07-2018,t7,26.05594,83.47552,1012.823357,22.5,164.1034,4000.0,1.0
12-07-2018,t7,26.2971,81.17391,1004.693478,22.5,146.0476,4000.0,1.0
13-07-2018,t7,16.80556,66.05556,1014.677832,637.5,21.6711,4000.0,1.0
15-07-2018,t7,25.16667,83.92593,1011.715,22.5,7651.3077,54612.0,9.8704
18-07-2018,t7,21.52,99.0,1014.65,0.0,0.0,4000.0,3.0
19-07-2018,t7,24.21127,95.07042,1014.422042,22.5,5680.7159,37670.0,2.9859
20-07-2018,t7,23.71329,97.09091,1013.585245,22.5,4898.314,23204.0,2.993
21-07-2018,t7,23.1831,98.71127,1013.343521,22.5,3444.4943,10791.0,2.9859
25-07-2018,t7,24.39,99.72,1014.677832,0.0,47.4,4000.0,97.8
28-07-2018,t7,20.95652,99.0,1013.746522,11.25,338.7895,4000.0,46.8261
29-07-2018,t7,22.84375,99.0,1013.381875,580.5,1502.9385,6337.0,47.8854
30-07-2018,t7,25.40816,98.2449,1012.15,22.5,545.2727,4000.0,47.7959
31-07-2018,t7,21.14103,99.0,1012.128974,0.0,151.7273,4000.0,48.0
01-08-2018,t7,23.0219,99.0,1012.652263,0.0,1425.747,5135.0,48.3869
02-08-2018,t7,24.29371,98.96503,1014.179441,0.0,1710.6,4991.0,49.0
03-08-2018,t7,23.34266,99.0,1014.235664,0.0,894.9881,4000.0,49.2727
04-08-2018,t7,22.13986,99.0,1013.892587,0.0,670.9146,4000.0,50.0
05-08-2018,t7,19.88732,99.0,1013.489437,0.0,234.8025,4000.0,49.8451
06-08-2018,t7,19.52113,99.0,1013.137535,0.0,296.9512,4000.0,49.993
07-08-2018,t7,19.14184,99.0,1014.838723,0.0,327.0741,4000.0,50.0
08-08-2018,t7,23.07801,99.0,1016.412128,0.0,1159.5488,4701.0,49.9929
09-08-2018,t7,23.62143,99.0,1019.114214,0.0,1271.4512,4658.0,49.4571
10-08-2018,t7,23.48936,99.0,1017.154326,0.0,843.3537,4000.0,49.0
11-08-2018,t7,22.96429,99.0,1012.894714,0.0,652.679,4000.0,49.0
12-08-2018,t7,21.82979,99.0,1010.104539,0.0,495.3947,4000.0,49.0
13-08-2018,t7,21.46809,99.0,1011.97695,0.0,732.5789,4000.0,48.3121
14-08-2018,t7,23.59155,99.0,1013.80338,0.0,1265.1829,4079.0,48.0
15-08-2018,t7,23.85315,99.0,1015.736224,0.0,906.2317,4000.0,48.0
16-08-2018,t7,24.7972,99.0,1018.301958,0.0,1218.5926,4000.0,48.0
17-08-2018,t7,22.93706,99.0,1015.809091,0.0,490.284,4000.0,48.0
18-08-2018,t7,22.27273,99.0,1014.881329,0.0,597.9383,4000.0,48.7832
19-08-2018,t7,23.97887,99.0,1014.176338,0.0,667.561,4000.0,48.5141
20-08-2018,t7,24.13986,99.0,1015.994755,0.0,732.2152,4000.0,48.1608
21-08-2018,t7,21.84746,99.0,1016.64339,0.0,254.8625,4000.0,48.9915
22-08-2018,t7,23.48227,99.0,1015.280922,0.0,673.4416,4000.0,49.0
23-08-2018,t7,21.92188,99.0,1014.651484,0.0,267.3974,4000.0,48.9922
25-08-2018,t7,21.7381,99.0,1004.166905,0.0,245.0833,4000.0,52.1667
26-08-2018,t7,23.40625,99.0,1003.780521,0.0,695.8689,4000.0,51.6354
28-08-2018,t7,25.59155,99.0,1007.680986,951.75,2069.2791,5620.0,54.0
29-08-2018,t7,22.91176,99.0,1008.162353,281.25,813.88,4000.0,53.875
30-08-2018,t7,23.07407,99.0,1005.677481,684.0,1314.6579,5862.0,53.4741
31-08-2018,t7,22.49254,99.0,1006.292761,463.5,1034.2778,4000.0,53.1119
01-09-2018,t7,23.13235,99.0,1007.952647,420.75,1053.5333,4000.0,53.2941
02-09-2018,t7,21.43636,99.0,1007.772545,119.25,654.0606,4000.0,53.0
20-09-2018,t7,24.70455,96.13636,1012.602045,0.0,151.0,4000.0,51.9091
21-09-2018,t7,23.84615,96.05594,1014.27021,1329.75,624.8442,4000.0,53.0
22-09-2018,t7,17.39716,99.0,1014.851844,0.0,624.8442,4000.0,52.6383
23-09-2018,t7,17.04196,99.0,1013.267133,0.0,624.8442,4000.0,52.0
24-09-2018,t7,15.6993,99.0,1011.555175,0.0,624.8442,4000.0,51.9231
25-09-2018,t7,22.04225,95.30282,1011.777676,173.25,624.8442,4000.0,52.0
26-09-2018,t7,23.72727,90.46154,1011.478531,211.5,624.8442,4000.0,51.2867
27-09-2018,t7,17.01852,99.0,1011.772037,45.0,368.85,4000.0,52.3519
28-09-2018,t7,18.69697,99.0,1013.1124075,0.0,1.0,4000.0,0.0
29-09-2018,t7,17.81111,99.0,1014.452778,51.75,498.625,4000.0,0.0667
30-09-2018,t7,17.03175,98.98413,1013.535556,173.25,618.5517,4000.0,0.0
08-11-2018,t7,23.0,63.2,1014.677832,0.0,484.27585,4000.0,0.0
29-06-2018,t8,25.66667,82.66667,1014.677832,0.0,350.0,4000.0,0.0
10-07-2018,t8,13.0,91.38095,1014.677832,0.0,1623.4941,39305.0,24.9792
11-07-2018,t8,15.0,51.0,1010.356667,1300.5,0.0,4000.0,0.0
12-07-2018,t8,18.33333,77.25,999.7183333,0.0,1623.4941,54612.0,64.0
15-07-2018,t8,22.9375,79.04688,1014.677832,326.25,6425.2195,21435.0,77.9063
18-07-2018,t8,21.54286,95.6,1014.677832,54.0,5221.17225,4000.0,84.8
19-07-2018,t8,25.47887,85.52817,1015.274718,22.5,4017.125,12938.0,92.6549
20-07-2018,t8,24.68531,90.43357,1014.976275,22.5,3090.8721,12038.0,80.1678
21-07-2018,t8,23.86713,95.11888,1014.677832,114.75,2155.3256,13044.0,76.3007
22-07-2018,t8,22.76761,98.40845,1015.528662,22.5,1369.5977,6499.0,56.0352
23-07-2018,t8,24.36207,91.47414,1015.43,22.5,2361.3023,11920.0,60.8448
24-07-2018,t8,22.31325,99.0,1016.528313,621.0,853.931,4000.0,15.1566
25-07-2018,t8,23.77083,95.53472,1014.776597,22.5,1913.2674,6570.0,8.0903
26-07-2018,t8,21.58779,99.0,1015.544351,1818.0,539.1781,4000.0,20.2366
27-07-2018,t8,21.59028,98.99306,1015.664028,783.0,916.6163,4000.0,34.0972
28-07-2018,t8,22.0,99.0,1016.240494,22.5,1058.9091,4000.0,47.8642
30-07-2018,t8,24.83333,82.45455,1014.276818,2.25,711.95,4000.0,69.0
31-07-2018,t8,24.32394,91.50704,1014.917958,22.5,2779.3214,10505.0,57.7324
01-08-2018,t8,24.65041,84.87805,1015.513821,22.5,2983.2471,4000.0,23.6911
03-08-2018,t8,26.375,89.625,1005.27375,0.0,738.5,4000.0,90.125
04-08-2018,t8,22.4023,97.87356,1006.325172,949.5,1160.1818,6056.0,89.8276
05-08-2018,t8,20.39326,99.0,1006.265843,99.0,337.8113,4000.0,90.0
06-08-2018,t8,19.7,99.0,1006.104333,0.0,252.625,4000.0,75.65
07-08-2018,t8,19.35484,99.0,1007.979892,0.0,497.2037,4000.0,73.4086
08-08-2018,t8,23.23077,93.87912,1009.379121,22.5,2023.5472,6374.0,57.3846
09-08-2018,t8,22.63043,93.58696,1011.975435,0.0,2865.2632,8276.0,0.0
10-08-2018,t8,21.36364,99.0,1011.353636,0.0,634.6667,4000.0,0.0
12-08-2018,t8,22.11111,98.77778,1001.916667,0.0,452.0,4000.0,0.0
13-08-2018,t8,23.84783,98.76087,1005.281957,0.0,1681.3333,4223.0,0.0
14-08-2018,t8,24.48438,91.51563,1005.849219,0.0,2543.8478,8342.0,0.0
25-08-2018,t8,22.73438,99.0,997.8017188,9.0,1208.0571,4000.0,93.7969
26-08-2018,t8,23.73381,92.84892,1008.125755,438.75,2874.0,8223.0,96.2518
27-08-2018,t8,25.52482,84.83688,1010.287943,1559.25,4047.358,9098.0,96.7943
28-08-2018,t8,25.34043,87.46099,1011.461206,1039.5,3923.5897,9965.0,96.9149
29-08-2018,t8,23.77305,95.33333,1012.32922,405.0,2618.3671,8942.0,96.9929
30-08-2018,t8,23.67626,96.64748,1011.426573,582.75,2605.4875,8499.0,96.9856
31-08-2018,t8,23.00741,95.22222,1010.523926,83.25,2377.5733,8316.0,96.9407
01-09-2018,t8,23.68382,97.98529,1012.252353,234.0,2548.3924,9162.0,97.0
02-09-2018,t8,21.70504,98.96403,1012.252734,15.75,1317.2949,4573.0,97.0
03-09-2018,t8,22.13571,98.55,1012.276643,18.0,2074.07785,6634.0,97.0
04-09-2018,t8,22.66906,96.82014,1012.899424,666.0,2830.8608,10007.0,97.0
05-09-2018,t8,23.22857,98.28571,1012.128786,625.5,2704.7632,8130.0,97.0
06-09-2018,t8,25.02878,89.89209,1012.255108,1365.75,3691.28,9674.0,97.0
07-09-2018,t8,24.079605,89.64234,1014.57635,1129.5,3652.6533,10290.0,97.0
08-09-2018,,23.13043,94.02899,1015.003478,587.25,2339.4156,7623.0,97.0
09-09-2018,t8,23.13571,96.58571,1016.018071,524.25,2594.3421,8320.0,97.0
10-09-2018,,23.26429,96.76429,1016.6715,317.25,2559.3289,8002.0,97.0
11-09-2018,t8,23.04412,97.01471,1015.675368,492.75,2665.5974,9579.0,97.0
12-09-2018,t8,22.80851,91.24113,1012.697376,920.25,3804.9342,9295.0,97.0142
13-09-2018,t8,21.6875,97.88281,1012.345156,218.25,2474.32,9375.0,96.9609
14-09-2018,,22.0,86.6383,1015.29156,1158.75,3761.6184,9674.0,97.078
15-09-2018,t8,21.49296,93.75352,1017.014507,105.75,2837.5584,6415.0,97.1479
16-09-2018,t8,22.71831,82.35211,1015.810352,2022.75,4639.1067,7972.0,97.2465
17-09-2018,t8,22.67832,80.05594,1015.017063,2009.25,4662.859,8169.0,97.3287
18-09-2018,,21.31852,78.97037,1014.939407,22.5,4779.3889,8310.0,90.8519
19-09-2018,t8,24.06429,77.7,1014.969786,22.5,1623.4941,54612.0,89.1143
20-09-2018,t8,19.61654,62.57895,1015.921654,22.5,1623.4941,54612.0,92.8947
21-09-2018,t8,23.11972,88.14789,1018.117817,22.5,1623.4941,53604.0,84.3732
22-09-2018,t8,17.30496,99.0,1018.76227,438.75,1464.6267,4725.0,83.305
23-09-2018,t8,17.05674,99.0,1017.204752,285.75,1916.8,9524.0,80.8723
24-09-2018,t8,16.06383,99.0,1015.490709,225.0,1375.8026,4000.0,78.1915
25-09-2018,t8,20.52857,89.9,1015.576214,22.5,1623.4941,54612.0,76.5214
26-09-2018,t8,22.87943,81.44681,1015.291064,22.5,1623.4941,54612.0,74.4681
27-09-2018,t8,22.59712,85.61871,1016.097698,22.5,1623.4941,54612.0,76.4101
28-09-2018,t8,21.0922,92.57447,1017.125674,22.5,1623.4941,54612.0,78.6383
29-09-2018,t8,21.95652,82.65942,1018.420652,22.5,1623.4941,54612.0,81.8333
30-09-2018,t8,22.02878,81.56835,1017.112662,22.5,1623.4941,54612.0,79.554
01-10-2018,t8,22.10242,71.4964,1017.539856,22.5,1623.4941,54612.0,76.2086
02-10-2018,t8,22.17606,58.61972,1018.866831,22.5,1623.4941,54612.0,77.0915
03-10-2018,t8,21.67626,59.14388,1018.029424,22.5,1623.4941,54612.0,76.0432
04-10-2018,t8,20.97163,52.95745,1020.02,22.5,1623.4941,54612.0,79.5106
05-10-2018,t8,20.9999,47.06294,1021.417762,22.5,1623.4941,54612.0,82.1888
06-10-2018,t8,21.02817,46.29577,1020.105352,22.5,1623.4941,54612.0,84.7324
07-10-2018,t8,20.53147,49.30769,1019.262308,22.5,1623.4941,54612.0,87.1119
08-10-2018,t8,20.60839,57.76224,1017.364126,22.5,1623.4941,54612.0,86.993
09-10-2018,t8,20.87234,50.57447,1017.84844,22.5,1623.4941,54612.0,85.0071
10-10-2018,t8,20.63504,46.32117,1018.390365,22.5,1623.4941,54612.0,84.6569
11-10-2018,t8,17.48921,70.2518,1018.703453,22.5,1623.4941,54612.0,84.0791
12-10-2018,t8,18.20863,73.5036,1019.888489,22.5,1623.4941,54612.0,84.3597
13-10-2018,t8,18.17986,71.82734,1019.526906,22.5,1623.4941,54612.0,85.7338
14-10-2018,t8,18.48227,70.85816,1018.650142,22.5,1623.4941,54612.0,87.1206
15-10-2018,t8,18.92308,61.07692,1019.644755,22.5,1623.4941,54612.0,87.7483
16-10-2018,t8,19.38462,45.17483,1020.61049,22.5,1623.4941,54612.0,87.2727
17-10-2018,t8,19.8227,39.35461,1019.70922,22.5,1623.4941,54612.0,87.0071
18-10-2018,t8,19.65032,40.033925,1020.07461,22.5,1623.4941,54612.0,87.1079
19-10-2018,t8,19.47794,40.71324,1020.44,22.5,1623.4941,54612.0,86.7574
20-10-2018,t8,18.59155,45.50704,1022.19007,22.5,1623.4941,54612.0,86.7887
21-10-2018,t8,18.17143,49.1,1022.324,22.5,1623.4941,54612.0,86.5857
22-10-2018,t8,17.7482,45.09353,1020.725899,22.5,1623.4941,54612.0,87.0576
23-10-2018,t8,17.57447,40.21277,1020.858652,22.5,1623.4941,54612.0,87.1773
24-10-2018,t8,16.78947,41.13534,1021.35188,22.5,1623.4941,54612.0,87.1203
25-10-2018,t8,17.94326,44.31206,1022.309929,22.5,1623.4941,54612.0,87.1986
26-10-2018,t8,17.84397,49.30496,1023.671489,22.5,1623.4941,54612.0,87.305
27-10-2018,t8,17.92958,51.1831,1023.809014,22.5,1623.4941,54612.0,87.3592
28-10-2018,t8,18.33813,54.10791,1023.328777,22.5,1623.4941,54612.0,87.5324
29-10-2018,t8,18.4539,60.25532,1022.318723,22.5,1623.4941,54612.0,88.0709
30-10-2018,t8,17.95,80.03571,1021.550929,22.5,1623.4941,54612.0,88.0143
31-10-2018,t8,17.857979999999998,83.51431,1021.4069185,22.5,1623.4941,54612.0,88.06035
01-11-2018,t8,17.76596,86.99291,1021.262908,22.5,1623.4941,54612.0,88.1064
02-11-2018,t8,15.01481,80.38519,1020.507852,1809.0,1623.4941,54612.0,88.7111
03-11-2018,t8,14.11656,98.73759,1018.691489,1226.25,1623.4941,54612.0,87.9858
04-11-2018,t8,13.21831,98.30986,1018.803662,22.5,1623.4941,54612.0,86.8732
05-11-2018,t8,14.52817,84.00704,1019.298592,22.5,1623.4941,54221.0,86.9366
06-11-2018,t8,15.15603,65.51064,1019.803688,22.5,1623.4941,54612.0,87.4823
07-11-2018,t8,15.72535,68.6338,1019.838944,22.5,1623.4941,54612.0,88.1338
08-11-2018,t8,14.61972,80.19718,1020.674718,22.5,1623.4941,54612.0,88.9366
09-11-2018,t8,15.4,83.33571,1018.716214,22.5,1623.4941,54612.0,89.45
10-11-2018,t8,15.49645,84.83688,1019.538085,22.5,1623.4941,54612.0,90.1773
11-11-2018,t8,15.27465,77.61268,1020.735915,22.5,1623.4941,54612.0,90.7535
12-11-2018,t8,16.43662,53.23944,1019.90507,22.5,1623.4941,54612.0,90.6268
13-11-2018,t8,13.82014,74.97842,1016.919712,1964.25,1623.4941,54612.0,91.3165
14-11-2018,t8,12.98592,85.47887,1017.389155,22.5,1623.4941,54612.0,91.2958
15-11-2018,t8,12.23404,96.35461,1019.805035,22.5,1623.4941,54612.0,90.922
16-11-2018,t8,13.71831,85.22535,1017.835282,22.5,1623.4941,54612.0,91.5634
17-11-2018,t8,13.16312,87.5461,1016.108794,22.5,1623.4941,54612.0,91.8652
18-11-2018,t8,15.2,66.54286,1018.786929,22.5,1623.4941,54612.0,92.2714
19-11-2018,t8,16.14685,65.66434,1022.072727,22.5,1623.4941,54612.0,92.7203
20-11-2018,t8,16.04255,68.88652,1022.173121,0.0,1623.4941,54612.0,92.8582
21-11-2018,t8,15.47518,69.60993,1021.402695,0.0,1623.4941,54612.0,93.078
22-11-2018,t8,14.65248,76.13475,1021.889078,0.0,1623.4941,54612.0,93.5035
23-11-2018,t8,14.95035,69.07092,1023.923333,0.0,1623.4941,54612.0,93.7589
24-11-2018,t8,16.34266,59.11888,1021.478252,0.0,1623.4941,54612.0,93.8392
25-11-2018,t8,17.05825,52.48544,1021.869223,4.5,1623.4941,54612.0,94.0097
10-07-2018,t9,25.0,84.0,1015.105556,0.0,8.0,4000.0,0.0
12-07-2018,t9,15.26437,57.27586,1014.677832,20.25,8729.0588,54612.0,21.4253
13-07-2018,t9,20.84615,97.94872,1013.816282,321.75,2874.8125,14237.0,57.1154
15-07-2018,t9,16.06122,91.38095,1012.452857,2.25,808.8,4000.0,69.1429
16-07-2018,t9,13.5,57.0,1013.786667,688.5,0.0,4000.0,73.6667
18-07-2018,t9,21.83333,91.38095,1012.102619,6.75,309.4737,4000.0,55.881
19-07-2018,t9,25.81752,87.0292,1014.677445,2.25,5998.4471,26262.0,58.7737
20-07-2018,t9,25.86131,88.64234,1013.828102,60.75,3613.7558,18320.0,61.3723
21-07-2018,t9,24.77941,94.01471,1013.548603,765.0,3955.4824,54612.0,57.9191
22-07-2018,t9,24.524035,97.35556,1014.343444,1125.0,2316.5833,7104.0,61.1444
23-07-2018,t9,24.26866,93.75373,1014.161343,868.5,3842.9221,23290.0,61.7836
24-07-2018,t9,23.0,98.36232,1014.925145,1107.0,1623.4941,8200.0,64.4928
25-07-2018,t9,24.72993,95.37226,1012.884818,405.0,5050.4615,54612.0,64.6715
26-07-2018,t9,22.56604,99.0,1012.446792,731.25,178.6471,4000.0,64.1698
28-07-2018,t9,20.96552,92.08621,1013.711724,157.5,625.0,4000.0,64.8276
29-07-2018,t9,24.26573,91.81119,1013.729231,22.5,1985.1395,5645.0,69.1329
30-07-2018,t9,25.44366,81.44366,1012.949718,22.5,1984.8929,4582.0,72.2958
31-07-2018,t9,24.38806,92.06716,1012.31,22.5,1009.1139,4000.0,72.1791
01-08-2018,t9,23.66423,91.75182,1012.881752,22.5,1117.875,4000.0,68.1752
02-08-2018,t9,24.82014,91.48921,1014.31036,22.5,1352.6265,4024.0,65.9424
03-08-2018,t9,24.78723,95.21986,1014.423121,794.25,996.9524,4000.0,68.5603
04-08-2018,t9,23.62963,98.68148,1014.070741,22.5,585.5467,4000.0,68.7556
05-08-2018,t9,21.68571,99.0,1013.718214,1536.75,127.2949,4000.0,69.7857
06-08-2018,t9,21.11364,99.0,1013.436364,954.0,140.3714,4000.0,70.2273
07-08-2018,t9,21.15267,99.0,1015.122748,731.25,186.8056,4000.0,70.2824
08-08-2018,t9,23.83784,98.11712,1016.086577,22.5,483.64,4000.0,69.2883
09-08-2018,t9,27.625,92.04167,1019.348333,22.5,764.3684,4000.0,67.5833
10-08-2018,t9,22.0,99.0,1016.103333,18.0,0.0,4000.0,70.0
11-08-2018,t9,22.36585,99.0,1013.982927,1926.0,230.7857,4000.0,70.122
12-08-2018,t9,25.94118,97.64706,1010.687059,1818.0,555.1176,4000.0,71.4118
13-08-2018,t9,21.8,99.0,1012.685429,22.5,281.4242,4000.0,70.9714
14-08-2018,t9,27.7,92.6,1012.891,22.5,746.5,4000.0,68.4
15-08-2018,t9,25.43434,92.30303,1016.089091,22.5,430.0536,4000.0,71.0606
16-08-2018,t9,25.02062,96.02062,1018.617732,22.5,461.322,4000.0,71.5464
17-08-2018,t9,23.92929,98.51515,1015.74404,243.0,153.5,4000.0,68.5859
18-08-2018,t9,21.32787,99.0,1015.307705,373.5,103.4138,4000.0,67.3934
19-08-2018,t9,25.73684,97.42105,1014.688684,22.5,451.6579,4000.0,68.3158
20-08-2018,t9,25.41905,97.5619,1016.490381,22.5,337.4533,4000.0,67.2952
21-08-2018,t9,22.625,98.99038,1016.381346,47.25,155.2909,4000.0,68.3365
22-08-2018,t9,21.52381,99.0,1016.390952,308.25,0.0,4000.0,67.9048
23-08-2018,t9,23.54839,99.0,1014.627742,936.0,175.1875,4000.0,67.5323
24-08-2018,t9,25.12644,97.63218,1014.356782,22.5,175.1875,4000.0,66.8966
25-08-2018,t9,23.43846,98.57692,1013.618846,2029.5,10056.35,54612.0,67.6769
26-08-2018,t9,24.21547,97.38554,1014.368554,22.5,10056.35,54612.0,67.0361
27-08-2018,t9,24.99248,93.83459,1016.004586,22.5,7252.8592,54612.0,69.0226
28-08-2018,t9,25.49206,93.69048,1017.158016,22.5,483.64,4000.0,79.4127
29-08-2018,t9,24.17647,96.78992,1018.05605,22.5,483.64,4000.0,98.5126
30-08-2018,t9,23.7482,98.23022,1015.427266,22.5,483.64,4000.0,97.9784
31-08-2018,t9,24.34314,98.16667,1016.06402,22.5,483.64,4000.0,97.3235
01-09-2018,t9,24.06061,97.45455,1017.514141,22.5,508.4085,4000.0,97.5152
02-09-2018,t9,22.36364,99.0,1017.52,2.25,217.5,4000.0,94.1818
03-09-2018,t9,21.64706,99.0,1017.540588,0.0,429.5294,4000.0,95.0
04-09-2018,t9,24.82609,96.71739,1018.103043,22.5,510.4507,4000.0,96.0326
05-09-2018,t9,23.83571,97.85,1017.401,22.5,483.64,4000.0,96.5857
06-09-2018,t9,25.31387,92.86131,1017.411095,22.5,483.64,4000.0,95.5839
07-09-2018,t9,17.66412,59.25954,1019.895191,22.5,483.64,4000.0,99.6947
08-09-2018,t9,24.48936,89.48227,1020.287021,22.5,483.64,4000.0,99.8582
09-09-2018,t9,24.55319,93.56028,1021.342411,22.5,483.64,4000.0,100.0
10-09-2018,t9,23.57447,89.75177,1022.019291,22.5,483.64,4000.0,100.0
11-09-2018,t9,22.493755,82.01719,1019.858939,22.5,483.64,4000.0,99.1367
12-09-2018,t9,21.41304,74.28261,1017.698587,22.5,590.766,4000.0,98.2935
13-09-2018,t9,21.31915,87.67376,1017.540709,22.5,483.64,4000.0,100.0
14-09-2018,t9,23.0,84.88372,1020.386202,22.5,483.64,4000.0,99.8217
15-09-2018,t9,17.74648,64.97183,1022.259859,22.5,483.64,4000.0,100.0
16-09-2018,t9,24.36879,75.88652,1020.827589,22.5,483.64,4000.0,100.0
17-09-2018,t9,24.12319,69.30435,1019.810435,22.5,483.64,4000.0,100.0
18-09-2018,t9,23.87943,74.22695,1019.903546,22.5,483.64,4000.0,100.0
19-09-2018,t9,24.56522,73.86232,1019.971087,22.5,483.64,4000.0,100.0
20-09-2018,t9,24.00752,73.4812,1020.937895,22.5,483.64,4000.0,76.9624
21-09-2018,t9,22.60177,81.61947,1023.972832,22.5,6009.4464,30888.0,45.1504
22-09-2018,t9,17.79381,99.0,1024.614536,0.0,6009.4464,30888.0,43.9588
23-09-2018,t9,17.96364,99.0,1023.149273,661.5,6009.4464,30888.0,43.5455
24-09-2018,t9,16.9,99.0,1021.476929,1946.25,6009.4464,30888.0,41.25
25-09-2018,t9,21.77857,92.71429,1021.415429,22.5,6009.4464,30888.0,42.8143
26-09-2018,t9,23.64029,84.03597,1021.003957,22.5,6009.4464,30888.0,42.6259
27-09-2018,t9,22.96324,86.88971,1022.210515,22.5,6009.4464,30888.0,42.5147
28-09-2018,t9,21.25735,92.72059,1023.331765,22.5,6009.4464,30888.0,43.5809
29-09-2018,t9,23.05263,81.00752,1024.399323,22.5,6009.4464,30888.0,45.391
30-09-2018,t9,23.08148,78.0963,1023.023926,22.5,6009.4464,30888.0,46.2963
01-10-2018,t9,22.6963,67.08889,1023.085185,22.5,6009.4464,30888.0,47.0148
02-10-2018,t9,23.03008,59.05263,1024.226917,22.5,6009.4464,30888.0,47.4211
03-10-2018,t9,22.99248,60.44361,1023.445038,22.5,6009.4464,30888.0,47.797
04-10-2018,t9,21.75714,58.46429,1025.170214,22.5,6009.4464,30888.0,48.1286
05-10-2018,t9,22.28777,51.56835,1026.29741,22.5,6009.4464,30888.0,48.705
06-10-2018,t9,22.71942,45.53237,1025.100288,22.5,6009.4464,30888.0,49.0072
07-10-2018,t9,22.00735,50.90441,1024.435882,22.5,6009.4464,30888.0,49.2868
08-10-2018,t9,21.62319,58.73913,1022.898478,22.5,6009.4464,30888.0,49.8043
09-10-2018,t9,22.24286,49.10714,1023.164786,22.5,6009.4464,30888.0,50.2643
10-10-2018,t9,22.33577,47.94891,1023.60854,22.5,6009.4464,30888.0,50.9124
11-10-2018,t9,19.19424,70.53237,1024.518129,22.5,6009.4464,30888.0,51.2518
12-10-2018,t9,19.78873,66.08451,1025.635423,22.5,6009.4464,30888.0,51.4718
13-10-2018,t9,18.12057,54.14184,1025.34,22.5,6009.4464,30888.0,51.5319
14-10-2018,t9,19.88571,64.58571,1024.360714,22.5,6009.4464,30888.0,51.4286
15-10-2018,t9,20.05755,59.7554,1025.113309,22.5,6009.4464,30888.0,51.5396
16-10-2018,t9,20.55,49.15,1025.618571,22.5,6009.4464,30888.0,51.7857
17-10-2018,t9,22.11429,38.45,1024.450643,22.5,6009.4464,30888.0,51.9071
18-10-2018,t9,21.65734,42.81119,1024.121259,22.5,6009.4464,30888.0,52.0979
19-10-2018,t9,21.7234,40.88652,1025.305248,22.5,6009.4464,30888.0,52.2576
20-10-2018,t9,20.45324,44.31655,1027.199928,22.5,6009.4464,30888.0,52.4173
21-10-2018,t9,19.75524,50.54545,1027.492168,22.5,6009.4464,30888.0,52.8671
22-10-2018,t9,19.49645,45.87943,1025.611631,22.5,6009.4464,30888.0,53.1986
23-10-2018,t9,19.80142,40.90071,1025.557447,22.5,6009.4464,30888.0,53.3617
24-10-2018,t9,16.35075,38.27612,1025.8571178571428,22.5,6009.4464,30888.0,53.4328
25-10-2018,t9,19.32394,48.47887,1026.1567887142858,22.5,6009.4464,30888.0,53.8873
26-10-2018,t9,19.47857,48.96429,1026.4564595714287,22.5,6009.4464,30888.0,54.0286
27-10-2018,t9,19.05147,53.32353,1026.7561304285714,22.5,6009.4464,30888.0,54.0735
28-10-2018,t9,20.0,53.16547,1027.0558012857143,22.5,6009.4464,30888.0,54.223
29-10-2018,t9,20.32143,55.32143,1027.3554721428573,22.5,6009.4464,30888.0,54.2714
30-10-2018,t9,19.61429,65.72143,1027.655143,22.5,6009.4464,30888.0,54.3857
31-10-2018,t9,20.63971,61.25,1028.820882,22.5,6009.4464,30888.0,54.5147
01-11-2018,t9,19.05185,63.71111,1027.557852,22.5,6009.4464,30888.0,54.8
02-11-2018,t9,15.84672,62.52555,1026.67708,1095.75,6009.4464,30888.0,55.6934
03-11-2018,t9,13.67391,79.41304,1025.199855,2340.0,6009.4464,30888.0,57.0507
04-11-2018,t9,13.71127,76.48592,1025.326761,22.5,6009.4464,30888.0,56.3521
05-11-2018,t9,16.32857,61.22143,1024.9735,22.5,6009.4464,30888.0,54.9
06-11-2018,t9,16.90071,54.83688,1025.087872,22.5,6009.4464,30888.0,54.8156
07-11-2018,t9,17.42958,56.38028,1025.245986,22.5,6009.4464,30888.0,54.7887
08-11-2018,t9,16.46429,63.22857,1026.291429,22.5,6009.4464,30888.0,54.7571
09-11-2018,t9,16.61268,63.25352,1024.432535,22.5,6009.4464,30888.0,54.8099
10-11-2018,t9,17.02113,62.82394,1025.346831,22.5,6009.4464,30888.0,54.9296
